Depmap ID,"CRISPR (DepMap Public 24Q2+Score, Chronos)",Cell Line Name,Primary Disease,Lineage,Lineage Subtype,Expression Public 24Q2,Mutations_Prioritized
ACH-002029,-0.5659321976919649,SAS,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,10.130441859915749,Other
ACH-002030,-0.8376500118222288,SA3,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,,Other
ACH-002033,-0.34267633904213035,HMMME,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,9.688250309133178,Other
ACH-002035,-0.13972144636731632,LCAM1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.87430516598223,Other
ACH-002014,-0.705155849348714,MEL270,Ocular Melanoma,Eye,Ocular Melanoma,9.121326293116624,Other
ACH-002015,-0.6419310482582993,MEL285,Ocular Melanoma,Eye,Ocular Melanoma,9.859690073508457,Other
ACH-002016,-0.24119942252305643,MEL290,Ocular Melanoma,Eye,Ocular Melanoma,10.418168860691548,Other
ACH-002018,-0.45715899093013146,OMM25,Ocular Melanoma,Eye,Ocular Melanoma,9.586370695113963,Other
ACH-002019,-0.9363341928722295,HOKUG,Glassy Cell Carcinoma of the Cervix,Cervix,Glassy Cell Carcinoma of the Cervix,8.840242910212504,Other
ACH-002020,-1.4431086953750762,SKGIIIA,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma,8.938991438775542,Other
ACH-002021,-1.6499742462522864,T3M3,Gestational Trophoblastic Disease,Uterus,Gestational Trophoblastic Disease,9.00233685029858,Other
ACH-002023,-0.8868335985996685,TGBC18TKB,Ampullary Carcinoma,Ampulla of Vater,Ampullary Carcinoma,10.022645227708836,Other
ACH-001993,-1.066454834561592,NALM16,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,9.19224349072024,Other
ACH-001997,-1.4035980296144892,ECC2,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,9.79457832286071,Other
ACH-001999,-0.8091987730205114,9505BIK,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,9.789745550712484,Other
ACH-002001,-0.7206651649279405,A375SKINCJ1,Melanoma,Skin,Melanoma,9.724906021869408,Other
ACH-002002,-0.8154317535888466,A375SKINCJ2,Melanoma,Skin,Melanoma,9.928207448005844,Other
ACH-002003,-0.30719939399475427,A375SKINCJ3,Melanoma,Skin,Melanoma,9.86282329982368,Other
ACH-002004,-0.2241227570297506,UACC62SKINCJ1,Melanoma,Skin,Melanoma,8.80928581019891,Other
ACH-002005,-0.6106708374991494,SKMEL19,Melanoma,Skin,Melanoma,10.019312725651384,Other
ACH-002143,-0.613194895980761,ISTMEL1,Melanoma,Skin,Melanoma,,Other
ACH-002150,-0.5178111440078332,LB1047RCC,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,,Other
ACH-002156,-0.3031430813632421,LC1SQ,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,,Other
ACH-002160,-1.6166569466183591,MCIXC,Ewing Sarcoma,Bone,Ewing Sarcoma,,Other
ACH-002161,-0.07456060920938778,MKN28,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,,Other
ACH-002179,-0.47088227399183924,OCUBM,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,,Other
ACH-002181,-0.626958698453109,OVCA420,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,,Other
ACH-002183,-0.6639539126420686,OVMIU,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,,Other
ACH-002106,-0.9011387908378765,ES5,Ewing Sarcoma,Bone,Ewing Sarcoma,,Other
ACH-002109,-1.2232006114350122,ES8,Ewing Sarcoma,Bone,Ewing Sarcoma,,Other
ACH-002110,-0.30648516599655534,EW1,Ewing Sarcoma,Bone,Ewing Sarcoma,,Other
ACH-002114,-0.295021322623032,EW16,Ewing Sarcoma,Bone,Ewing Sarcoma,,Other
ACH-002116,0.005577535957504431,EW22,Ewing Sarcoma,Bone,Ewing Sarcoma,,Other
ACH-002119,-0.18529469064932208,EW7,Ewing Sarcoma,Bone,Ewing Sarcoma,,Other
ACH-002140,-1.188516587771672,HEY,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,,Other
ACH-002141,-0.6392975194539675,HSC39,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,,Other
ACH-002067,-0.4413302197426112,NOS1,Osteosarcoma,Bone,Osteosarcoma,8.862079386929462,Other
ACH-002069,-0.20000555173817014,HSOS1,Osteosarcoma,Bone,Osteosarcoma,9.715430102133384,Other
ACH-002070,-0.6402726188475321,HKBMM,Meningothelial Tumor,CNS/Brain,Meningothelial Tumor,10.284708448692164,Other
ACH-002077,-0.6712005054847388,LU165,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,9.79916827402464,Other
ACH-002080,-0.2589351849616664,TN2,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,8.323910438019789,Other
ACH-002083,-0.49490305796759215,NB69,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,,Other
ACH-002084,-0.1367108836141483,MMAC,Melanoma,Skin,Melanoma,10.217351905270334,Other
ACH-002105,-0.7684258784608938,ES4,Ewing Sarcoma,Bone,Ewing Sarcoma,,Other
ACH-002048,-0.866143460111705,RMSYM,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,9.887372951146778,Other
ACH-002051,-0.08932980652086064,LU134A,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,10.15215806212803,Other
ACH-002052,-0.42203041406418046,LU139,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,,Other
ACH-002055,-0.5575214304059808,TL1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,8.434336323388587,Other
ACH-002059,-0.8731133158701173,P30OHK,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,9.525168411775653,Other
ACH-002061,-0.9305617632641612,P2URK562,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms,9.057314877782703,Other
ACH-002062,-1.2988920071132148,SLVL,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,9.71558454146778,Other
ACH-002066,-0.4145244920855371,HSSCH2,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor,11.137247340664668,Other
ACH-002269,-0.27267570153996884,LNZTA3WT4,Diffuse Glioma,CNS/Brain,Diffuse Glioma,,Other
ACH-002278,-1.211609698695315,NB10,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,,Other
ACH-002280,0.16564912476708638,NB13,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,,Other
ACH-002282,-0.5534386751605922,NB17,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,,Other
ACH-002283,-0.0552025715270833,NB5,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,,Other
ACH-002284,-0.2876765493904246,NB6,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,,Other
ACH-002285,-2.4932767506599145,NB7,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,,Other
ACH-002291,-1.0723029973632696,NTERA2CLD1,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor,8.553936421843417,Other
ACH-002247,-1.2924197520559169,IM9,Non-Cancerous,Myeloid,Non-Cancerous,,Other
ACH-002249,-1.1431001870619446,JHU011,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,,Other
ACH-002250,-1.7554747244841242,JHU022,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,,Other
ACH-002251,-0.5002413720075092,JHU029,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,,Other
ACH-002257,-0.09323641201127653,KINGS1,Diffuse Glioma,CNS/Brain,Diffuse Glioma,,Other
ACH-002261,-0.03104978851510032,KPNYS,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,,Other
ACH-002263,-1.628327930414795,KYSE220,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,,Other
ACH-002265,-0.7689236123059122,LB771HNC,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,,Other
ACH-002215,-0.8378415007068307,BC3,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,,Other
ACH-002228,-0.36261042933533444,D423MG,Diffuse Glioma,CNS/Brain,Diffuse Glioma,,Other
ACH-002229,-0.1039152957016839,D502MG,Diffuse Glioma,CNS/Brain,Diffuse Glioma,,Other
ACH-002230,-0.13516608436346433,D542MG,Diffuse Glioma,CNS/Brain,Diffuse Glioma,,Other
ACH-002233,-0.3874380886070674,DIFI,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,,Other
ACH-002234,-0.20739594432141234,DOK,"Head and Neck Carcinoma, Other",Head and Neck,"Head and Neck Carcinoma, Other",,Other
ACH-002239,0.18941129300191328,H3118,Salivary Carcinoma,Head and Neck,Salivary Carcinoma,,Other
ACH-002243,-0.5235130963598326,HCE4,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,,Other
ACH-002186,-0.5141606364977825,PL4,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,,Other
ACH-002189,-0.38897541629730314,RCCFG2,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,,Other
ACH-002198,-0.33269194851262374,SCH,Extra Gonadal Germ Cell Tumor,Other,Extra Gonadal Germ Cell Tumor,,Other
ACH-002202,-0.23895851953810537,TMK1,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,,Other
ACH-002204,-0.6787971129802655,UCH2,Chordoma,Bone,Chordoma,,Other
ACH-002210,-2.1543632533638966,ARH77,Non-Cancerous,Myeloid,Non-Cancerous,,Other
ACH-002212,-0.6685787194749581,BB30HNC,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,,Other
ACH-002214,-0.9404529772405806,BC1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,,Other
ACH-000099,-0.2714593555885461,SIMA,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,9.510823496171913,Other
ACH-000100,-0.33045707902808663,RH41,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,9.413098984915264,Other
ACH-000101,-0.9477432749605138,KE37,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms,9.293172732845264,Other
ACH-000103,-1.045619139504601,CAOV4,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,9.176447447065293,Other
ACH-000106,-0.68375892700934,JVM2,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,9.651625783920643,Other
ACH-000108,-0.18335711391893406,KP3,Adenosquamous Carcinoma of the Pancreas,Pancreas,Adenosquamous Carcinoma of the Pancreas,10.05677317307686,Other
ACH-000111,-0.45956884432835826,HCC1187,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,10.55899461569918,Other
ACH-000113,-1.8870635599735555,OCIAML2,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,9.59105477403678,Other
ACH-000090,-0.42229115961781694,PC3,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma,10.403864176606795,Other
ACH-000092,-0.27424671586205146,NCIH2452,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,10.257859234639628,Other
ACH-000093,-1.0313996751484251,PANC0504,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,9.126136574127711,Other
ACH-000094,-0.6121368033688612,HPAFII,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,10.34485068394299,Other
ACH-000095,-1.1338191249923142,D341Med,Embryonal Tumor,CNS/Brain,Embryonal Tumor,8.62618357597426,Other
ACH-000096,-0.28064495746500034,G401,Rhabdoid Cancer,Kidney,Rhabdoid Cancer,9.99506046703272,Other
ACH-000097,-0.27799734847178226,ZR751,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,10.07186454488722,Other
ACH-000098,-0.09449390560631521,GAMG,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.703038388986418,Other
ACH-000075,-0.78636537912411,U87MG,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.759388894398407,Other
ACH-000076,-0.7288155885961416,NCO2,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms,9.419286060650464,Other
ACH-000077,-0.8532847800824896,MJ,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,10.584680696825174,Other
ACH-000078,-0.30135291052378754,MHHNB11,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,8.770300489499416,Other
ACH-000082,-0.21985654068180305,G292CLONEA141B1,Osteosarcoma,Bone,Osteosarcoma,11.769672576999913,Other
ACH-000085,-1.388347624989253,T3M4,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,10.138143782510229,Other
ACH-000086,-0.2153997510631519,ACCMESO1,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,9.796704815365096,Other
ACH-000087,-0.8230023569194516,SKES1,Ewing Sarcoma,Bone,Ewing Sarcoma,10.140446364195675,Other
ACH-000052,-0.6244272899246925,A673,Ewing Sarcoma,Bone,Ewing Sarcoma,10.335836940378002,Other
ACH-000053,-1.470623028108018,KARPAS299,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms,10.517866195315197,Other
ACH-000054,-0.7239412914413583,HT1080,Fibrosarcoma,Soft Tissue,Fibrosarcoma,11.100202390225942,Other
ACH-000055,-0.7514565699194031,D283MED,Embryonal Tumor,CNS/Brain,Embryonal Tumor,9.166213306142346,Other
ACH-000060,-0.679769750590892,PANC1005,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,10.209209646557351,Other
ACH-000067,-0.18489873916463695,HS683,Diffuse Glioma,CNS/Brain,Diffuse Glioma,10.99541385222515,Other
ACH-000070,-0.9601546476310452,697,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,10.24269776790801,Other
ACH-000074,-0.7618674655249074,KU812,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms,10.341518823245243,Other
ACH-002535,-0.6603119175693218,SNU254,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.420739233399456,Other
ACH-002647,-0.754814817147861,CCC5,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,9.53995362568429,Other
ACH-002650,-0.13082308620980376,ETCC016,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,10.33237228005635,Other
ACH-002654,-1.538172494466317,JVE015,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,10.345294351215156,Other
ACH-002659,-0.6167932169521241,JVE127,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.001830384818946,Other
ACH-002660,-0.6447410590127259,JVE187,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.756206030338245,Other
ACH-002662,-0.8636506627938332,JVE207,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.943745548905886,Other
ACH-002664,-1.111956852642032,JVE253,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.709135521123343,Other
ACH-002669,-0.8654748212935324,KP363T,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,9.957885586616678,Other
ACH-002672,-1.0991200391577514,MAPACHS77,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,10.411193178771688,Other
ACH-002677,-1.4367933212815847,U2946,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,,Other
ACH-002678,-1.1678769614312468,WILL1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,,Other
ACH-002680,0.060877991093240214,170MGBA,Diffuse Glioma,CNS/Brain,Diffuse Glioma,9.51276021208709,Other
ACH-002687,-0.6700243633302385,WM3772F,Ocular Melanoma,Eye,Ocular Melanoma,9.00604550772652,Other
ACH-002693,-0.36466323899900954,S462,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor,8.293379681282746,Other
ACH-002705,-0.5898844129570878,IS076P,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,10.31095353551874,Other
ACH-002706,-0.861726265984261,IS076A,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,10.661599976277731,Other
ACH-002710,-0.9470588468696202,MPNST724,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor,9.836728925065144,Other
ACH-002711,-0.29393984717953014,UMHACC2A,Salivary Carcinoma,Head and Neck,Salivary Carcinoma,10.825912798784977,Other
ACH-002785,-0.20598924467376706,NCCLMS1C1,Leiomyosarcoma,Soft Tissue,Leiomyosarcoma,9.992938336165814,Other
ACH-002799,-0.4104165255133272,NCCMPNST1C1,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor,10.96275143947303,Other
ACH-002800,-0.8568979369508688,NCCMPNST2C1,Nerve Sheath Tumor,Peripheral Nervous System,Nerve Sheath Tumor,9.75702324650746,Other
ACH-002834,-0.3893303734158811,OS384,Osteosarcoma,Bone,Osteosarcoma,9.846195544471868,Other
ACH-002847,-0.10125466062189048,YUHOIN,Melanoma,Skin,Melanoma,10.237090428459425,Other
ACH-002922,-0.24266301062901663,SKNMM,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,9.747370614663032,Other
ACH-002925,-0.5159293438380601,UPMM3,Ocular Melanoma,Eye,Ocular Melanoma,9.026302110867295,Other
ACH-002926,-0.4304558220826019,UPMD1,Ocular Melanoma,Eye,Ocular Melanoma,9.696306864004235,Other
ACH-002928,-0.3912168490368613,MM100511,Melanoma,Skin,Melanoma,10.388124945137047,Other
ACH-003012,-0.5294230683886043,A549CRAFKD,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,9.382364642352554,Other
ACH-000001,-0.8738833393472216,NIHOVCAR3,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,10.143255649107038,Other
