Depmap ID,"CRISPR (DepMap Public 24Q2+Score, Chronos)",Cell Line Name,Primary Disease,Lineage,Lineage Subtype,Expression Public 24Q2,Mutations_Prioritized
ACH-000646,0.1094087701980733,OVMANA,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.814806743093093,Other
ACH-000546,-0.113016365083966,HSC4,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,7.135042286233651,Other
ACH-000545,0.12473826802187774,VMCUB1,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,7.058965822002304,Other
ACH-000544,0.02755363146708595,OE21,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,4.636914580355878,Other
ACH-000542,0.2144452636653594,HEYA8,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.204766750654613,Other
ACH-000541,0.10386112417898738,KMS34,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,4.659353759170051,Other
ACH-000537,-0.039556616126639285,SNU761,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,8.19726584712927,Other
ACH-000535,0.06630007698283905,BXPC3,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.421728238286778,Other
ACH-000491,0.6390242091846855,NCIH716,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.43195718768673,Other
ACH-000532,0.07496051554359905,SNU61,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,4.9140860970127225,Other
ACH-000528,0.10762812485788001,ABC1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.450881315273369,Other
ACH-000527,0.04705052091925557,OVISE,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,7.682011390800693,Other
ACH-000525,0.13371275070322258,NCIH2171,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,6.57334422759282,Other
ACH-000524,0.03921660198965744,KURAMOCHI,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.929317594911761,Other
ACH-000522,-0.028471773015904492,UMUC3,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,5.845740932614582,Other
ACH-000521,0.2223988451571991,NCIH2030,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.464668267003445,Other
ACH-000520,0.1556579082940714,59M,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.548590750548535,Other
ACH-000459,0.5030816945633165,TUHR10TKB,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,5.212180210044431,Other
ACH-000470,0.0888245287658859,SW1463,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,4.944389962270092,Other
ACH-000469,-0.009552947560103733,YH13,Diffuse Glioma,CNS/Brain,Diffuse Glioma,8.00938076666694,Other
ACH-000468,-0.030464677078266125,PK45H,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.09887428674445,Other
ACH-000467,0.0584836171146564,HCC56,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,4.7366048753142485,Other
ACH-000466,0.05564176062116578,SNU216,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.889716891615078,Other
ACH-000464,0.17147176492977392,CAS1,Diffuse Glioma,CNS/Brain,Diffuse Glioma,7.437460799511047,Other
ACH-000463,0.23609579026170024,NCIH460,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.352617298958503,Other
ACH-000461,0.06832460435983592,SNU1196,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,6.44939629708678,Other
ACH-000460,-0.0605462309898029,SNU8,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,7.174026838169364,Other
ACH-000471,-0.058799769614014716,LI7,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,6.584511588062105,Other
ACH-000458,0.04903706418324354,CJM,Melanoma,Skin,Melanoma,7.249350523627234,Other
ACH-000456,-0.009631819016738555,BCPAP,Poorly Differentiated Thyroid Cancer,Thyroid,Poorly Differentiated Thyroid Cancer,7.577806447470149,Other
ACH-000455,0.09003818926266055,LN428,Diffuse Glioma,CNS/Brain,Diffuse Glioma,7.650764559116903,Other
ACH-000454,0.22916722420091917,HCC95,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.881664619320345,Other
ACH-000452,-0.06687741138744065,TE8,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,7.206037546246592,Other
ACH-000450,0.19880414815080516,MELHO,Melanoma,Skin,Melanoma,6.369815424283912,Other
ACH-000448,0.08642457626298823,NCIH1666,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,7.976764583240502,Other
ACH-000444,0.1591326390533388,LU99,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.0693154945400805,Other
ACH-000481,0.2280807350968898,NCIH2170,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.069100631922826,Other
ACH-000490,0.029589943287971876,SF767,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma,6.014578464922892,Other
ACH-000489,0.13831023265987138,SW1116,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,4.281698250098829,Other
ACH-000488,0.10749887274669173,TE11,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,6.248117329250832,Other
ACH-000487,-0.06790720258707485,F36P,Myelodysplastic Syndromes,Myeloid,Myelodysplastic Syndromes,3.921245888585589,Other
ACH-000486,0.18984738612985477,KU1919,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,5.596935142387232,Other
ACH-000485,0.2277394158586037,GSU,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,4.7718855785153655,Other
ACH-000484,-0.08505313390761841,VMRCRCW,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,4.032982416699428,Other
ACH-000483,0.12501196902129685,SNU182,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,6.896877285486238,Other
ACH-000547,0.03514938759555415,HT1197,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,6.554742321710322,Other
ACH-000480,0.1361915264414967,HUH7,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,7.174925682500679,Other
ACH-000479,0.29876113396772125,KNS81,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.425425734590699,Other
ACH-000478,0.015547824097095764,SNU387,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,7.116863757690899,Other
ACH-000477,0.11126288834828543,MALME3M,Melanoma,Skin,Melanoma,7.005175391331941,Other
ACH-000476,-0.09262096644001598,JHH4,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,7.266318057157455,Other
ACH-000475,0.08702995764754017,HUH1,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,4.361066488794321,Other
ACH-000473,0.33716729245502935,RT112,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,7.843104496614927,Other
ACH-000472,0.09667152365829336,HSC2,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.654206377944292,Other
ACH-000601,0.051950097198165485,MIAPACA2,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.706806798597532,Other
ACH-000614,-0.016599416468457015,RVH421,Melanoma,Skin,Melanoma,6.821582672706793,Other
ACH-000609,-0.04317826915440727,SF126,Diffuse Glioma,CNS/Brain,Diffuse Glioma,8.391501382335548,Other
ACH-000608,0.08107231884408235,COV644,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.096346198993175,Other
ACH-000607,0.16853388591058446,KYM1,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,6.03738222200308,Other
ACH-000606,0.06567687895890749,PECAPJ34CLONEC12,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.422737586537526,Other
ACH-000605,-0.01245658838086873,TE6,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,7.6061460780657235,Other
ACH-000604,0.9374934446696637,KYO1,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms,3.388189537156084,Other
ACH-000602,0.3305654573827986,M07E,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,4.784503982929566,Other
ACH-000616,0.20691863495969665,HS746T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,8.101397952182532,Other
ACH-000599,0.3045137188226985,PATU8902,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,4.838447592548459,Other
ACH-000597,0.09081956307252377,TTC709,Rhabdoid Cancer,Soft Tissue,Rhabdoid Cancer,5.921007800452218,Other
ACH-000596,0.060836154538094406,LCLC97TM1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,7.045377439883325,Other
ACH-000595,0.07618612443793552,LN229,Diffuse Glioma,CNS/Brain,Diffuse Glioma,7.650405563658587,Other
ACH-000593,0.14311543176937142,BC3C,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,6.304145941202946,Other
ACH-000592,0.027287264041067613,TM31,Diffuse Glioma,CNS/Brain,Diffuse Glioma,7.159467729266766,Other
ACH-000591,0.14738373448204267,LN235,Diffuse Glioma,CNS/Brain,Diffuse Glioma,9.449355024753643,Other
ACH-000627,-0.05829202624481712,LCLC103H,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,7.098137385324786,Other
ACH-000645,-0.08624341852995727,JL1,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,6.2024177215751815,Other
ACH-000639,0.0051589169692984466,NCIH211,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,6.34002810238993,Other
ACH-000637,0.04213246032221046,KYSE520,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,6.49553528064453,Other
ACH-000634,-0.011507463750268981,LN340,Diffuse Glioma,CNS/Brain,Diffuse Glioma,8.024197764894867,Other
ACH-000633,-0.005403186688255096,FU97,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,6.904243227203662,Other
ACH-000632,0.1488863078609925,HS944T,Melanoma,Skin,Melanoma,7.121429908948958,Other
ACH-000631,-0.22668131032396194,KS1,Diffuse Glioma,CNS/Brain,Diffuse Glioma,7.689229260827024,Other
ACH-000630,0.01579590368420672,YD8,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,8.409772775466138,Other
ACH-000549,0.1979325988060902,SNU1076,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.533407608478743,Other
ACH-000624,0.03055240094975116,HCC1806,Breast Ductal Carcinoma In Situ,Breast,Breast Ductal Carcinoma In Situ,4.578938713093386,Other
ACH-000623,0.08873222340427749,SNU201,Diffuse Glioma,CNS/Brain,Diffuse Glioma,7.95837871156634,Other
ACH-000622,0.06214853872536466,KNS42,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.319762427669248,Other
ACH-000621,0.13463160800463808,MDAMB157,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,6.12639473762014,Other
ACH-000620,0.06148214538368077,JHH1,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,6.210232990095849,Other
ACH-000619,0.16416383075495253,PECAPJ15,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.503666754576019,Other
ACH-000618,-0.07297888115467853,SNU1041,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.923149180472309,Other
ACH-000588,0.7760115668915746,KMS26,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,5.087887100933117,Other
ACH-000548,0.029108247257694772,BHY,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.660637740008126,Other
ACH-000550,0.33294871319695885,IGR39,Melanoma,Skin,Melanoma,7.241554208795974,Other
ACH-000551,-0.024557027676746362,K562,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms,3.799087306074004,Other
ACH-000552,0.04585011197695816,HT29,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,4.599317793698226,Other
ACH-000554,0.0899873754182845,UACC893,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.563768278452033,Other
ACH-000556,0.07289668735666972,SIHA,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma,8.545273410686416,Other
ACH-000557,0.0657200271702416,AML193,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,4.563158130402808,Other
ACH-000558,0.1123101729355686,A172,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.613973587380225,Other
ACH-000559,0.10548741764623173,NCIH1836,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,6.4252578719992135,Other
ACH-000561,0.024194067270471853,TDOTT,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,7.33922648141743,Other
ACH-000562,0.061801685538686715,HCC78,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.861707286585856,Other
ACH-000563,-0.362107881182132,EBC1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,8.316462564471104,Other
ACH-000565,0.03443164788609862,RCM1,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,4.869377924031328,Other
ACH-000567,0.1656629686576098,ST486,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,6.120600773845165,Other
ACH-000569,0.1818318270804036,ISTMES1,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,6.182493674945368,Other
ACH-000570,0.13952962987711098,YKG1,Diffuse Glioma,CNS/Brain,Diffuse Glioma,7.12959213276393,Other
ACH-000585,0.042412595112761894,EPLC272H,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.294620748891627,Other
ACH-000584,0.20793843875282136,JHOS4,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.845740932614582,Other
ACH-000583,0.2675197659825939,MC116,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,5.224966365000275,Other
ACH-000581,0.15365306710427912,SNU16,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,4.545968369105292,Other
ACH-000580,0.3421560998433443,C32,Melanoma,Skin,Melanoma,7.786204271919406,Other
ACH-000579,0.14812003030179346,UACC257,Melanoma,Skin,Melanoma,6.083851587697961,Other
ACH-000587,0.26153270204497614,NCIH1975,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,7.542567607764219,Other
ACH-000577,-0.09652635330276878,JHH2,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,9.015610186344809,Other
ACH-000576,0.15846947915595994,KMS27,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms,3.855989697308481,Other
ACH-000573,0.09329611635153288,MDAMB436,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,6.1927859592511245,Other
ACH-000571,-0.02920552904238373,T98G,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.451211111832329,Other
ACH-000589,0.04718579342120205,NCIH1437,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,7.07189135305663,Other
ACH-002005,0.13900399238514605,SKMEL19,Melanoma,Skin,Melanoma,6.91778975904161,Damaging
ACH-000648,0.5019834587354693,NCIH28,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,5.564683016963639,Damaging
ACH-000652,0.30335997877224513,SUIT2,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,4.576522137920503,Damaging
ACH-000246,1.062047141814507,SLR23,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,,Damaging
ACH-000250,0.022471560805658986,KMRC20,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,3.346247774082776,Damaging
ACH-000638,0.010549198531210974,NCIH441,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,7.67898738780421,Damaging
ACH-000741,0.12398949432166867,UBLC1,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,3.033863451866284,Damaging
ACH-000994,0.06648237706309496,HEC59,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,7.329033873660803,Damaging
ACH-001687,0.22257258317305273,UMRC3,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,2.6599245584023783,Damaging
ACH-000514,0.05003249875896304,NCIH1092,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.605553595494403,Damaging
ACH-001081,0.007900321037116853,HCC2998,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,,Damaging
ACH-002189,-0.05329915105338305,RCCFG2,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,,Damaging
